pollno,race,year,location,type_simple,type_detail,pollster,partisan,polldate,samplesize,cand1_name,cand1_pct,cand2_name,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,comment
5384374,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,Tel Opinion Research,NA,10/28/08,600,Democrat,47,Republican,46,NA,1,11/4/08,49.7,49.37,0.33,0.67,0.67,1,aka Civitas
5384375,2008_Pres-G_NH,2008,NH,Pres-G,Pres-G,"Strategic Vision, LLC",NA,10/28/08,800,Democrat,50,Republican,41,NA,9,11/4/08,54.13,44.52,9.61,0.61,-0.61,1,NA
5384376,2008_Pres-G_NH,2008,NH,Pres-G,Pres-G,Suffolk University,NA,10/28/08,600,Democrat,53,Republican,40,NA,13,11/4/08,54.13,44.52,9.61,3.39,3.39,1,NA
5384377,2008_Pres-G_NM,2008,NM,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/28/08,500,Democrat,54,Republican,44,NA,10,11/4/08,56.91,41.78,15.13,5.13,-5.13,1,NA
5384378,2008_Pres-G_NY,2008,NY,Pres-G,Pres-G,SurveyUSA,NA,10/28/08,633,Democrat,62,Republican,33,NA,29,11/4/08,62.91,36.04,26.87,2.13,2.13,1,NA
5384379,2008_Pres-G_OR,2008,OR,Pres-G,Pres-G,Research 2000,NA,10/28/08,600,Democrat,55,Republican,39,NA,16,11/4/08,56.75,40.4,16.35,0.35,-0.35,1,NA
5384380,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,"Mason-Dixon Polling & Research, Inc.",NA,10/28/08,625,Democrat,47,Republican,43,NA,4,11/4/08,54.56,44.23,10.33,6.33,-6.33,1,NA
5384381,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,"Strategic Vision, LLC",NA,10/28/08,1200,Democrat,49,Republican,44,NA,5,11/4/08,54.56,44.23,10.33,5.33,-5.33,1,NA
5384382,2008_Pres-G_US,2008,US,Pres-G,Pres-G,IBD/TIPP,NA,10/28/08,894,Democrat,48.2,Republican,43.8,NA,4.4,11/4/08,52.92,45.66,7.26,2.86,-2.86,1,NA
5384383,2008_Pres-G_WI,2008,WI,Pres-G,Pres-G,Research 2000,NA,10/28/08,600,Democrat,53,Republican,42,NA,11,11/4/08,56.34,42.41,13.93,2.93,-2.93,1,NA
5384384,2008_Pres-G_WY,2008,WY,Pres-G,Pres-G,Research 2000,NA,10/28/08,500,Democrat,36,Republican,61,NA,-25,11/4/08,31.31,62.33,-31.02,6.02,6.02,1,NA
5384423,2008_Pres-G_AK,2008,AK,Pres-G,Pres-G,Research 2000,NA,10/29/08,600,Democrat,39,Republican,58,NA,-19,11/4/08,37.89,59.42,-21.53,2.53,2.53,1,NA
5384424,2008_Pres-G_AZ,2008,AZ,Pres-G,Pres-G,American Research Group,NA,10/29/08,600,Democrat,46,Republican,50,NA,-4,11/4/08,45.12,53.64,-8.52,4.52,4.52,1,NA
5384425,2008_Pres-G_AZ,2008,AZ,Pres-G,Pres-G,Research 2000,NA,10/29/08,600,Democrat,47,Republican,48,NA,-1,11/4/08,45.12,53.64,-8.52,7.52,7.52,1,NA
5384426,2008_Pres-G_CO,2008,CO,Pres-G,Pres-G,American Research Group,NA,10/29/08,600,Democrat,52,Republican,45,NA,7,11/4/08,53.66,44.71,8.95,1.95,-1.95,1,NA
5384427,2008_Pres-G_CO,2008,CO,Pres-G,Pres-G,"Mason-Dixon Polling & Research, Inc.",NA,10/29/08,625,Democrat,49,Republican,44,NA,5,11/4/08,53.66,44.71,8.95,3.95,-3.95,1,NA
5384428,2008_Pres-G_CO,2008,CO,Pres-G,Pres-G,Public Policy Polling,NA,10/29/08,2023,Democrat,54,Republican,44,NA,10,11/4/08,53.66,44.71,8.95,1.05,1.05,1,NA
5384429,2008_Pres-G_GA,2008,GA,Pres-G,Pres-G,Research 2000,NA,10/29/08,600,Democrat,44,Republican,47,NA,-3,11/4/08,46.99,52.2,-5.21,2.21,2.21,1,NA
5384430,2008_Pres-G_IA,2008,IA,Pres-G,Pres-G,SurveyUSA,NA,10/29/08,658,Democrat,55,Republican,40,NA,15,11/4/08,53.93,44.39,9.54,5.46,5.46,1,NA
5384431,2008_Pres-G_IN,2008,IN,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/29/08,700,Democrat,46,Republican,49,NA,-3,11/4/08,49.77,48.74,1.03,4.03,-4.03,0,NA
5384432,2008_Pres-G_IN,2008,IN,Pres-G,Pres-G,SurveyUSA,NA,10/29/08,900,Democrat,49,Republican,49,NA,0,11/4/08,49.77,48.74,1.03,1.03,-1.03,0.5,NA
5384433,2008_Pres-G_KY,2008,KY,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/29/08,500,Democrat,43,Republican,55,NA,-12,11/4/08,41.17,57.4,-16.23,4.23,4.23,1,NA
5384434,2008_Pres-G_MI,2008,MI,Pres-G,Pres-G,Public Policy Polling,NA,10/29/08,1532,Democrat,53,Republican,40,NA,13,11/4/08,57.43,40.96,16.47,3.47,-3.47,1,NA
5384435,2008_Pres-G_MN,2008,MN,Pres-G,Pres-G,Public Policy Polling,NA,10/29/08,1050,Democrat,57,Republican,41,NA,16,11/4/08,54.06,43.82,10.24,5.76,5.76,1,NA
5384436,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,American Research Group,NA,10/29/08,600,Democrat,48,Republican,48,NA,0,11/4/08,49.29,49.43,-0.14,0.14,0.14,0.5,NA
5384437,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,Opinion Savvy/InsiderAdvantage,NA,10/29/08,841,Democrat,47,Republican,50,NA,-3,11/4/08,49.29,49.43,-0.14,2.86,-2.86,1,previously listed as InsiderAdvantage
5384438,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,"Mason-Dixon Polling & Research, Inc.",NA,10/29/08,625,Democrat,46,Republican,47,NA,-1,11/4/08,49.29,49.43,-0.14,0.86,-0.86,1,NA
5384439,2008_Pres-G_MT,2008,MT,Pres-G,Pres-G,American Research Group,NA,10/29/08,600,Democrat,46,Republican,49,NA,-3,11/4/08,47.25,49.51,-2.26,0.74,-0.74,1,NA
5384440,2008_Pres-G_MT,2008,MT,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/29/08,500,Democrat,46,Republican,50,NA,-4,11/4/08,47.25,49.51,-2.26,1.74,-1.74,1,NA
5384441,2008_Pres-G_MT,2008,MT,Pres-G,Pres-G,Research 2000,NA,10/29/08,500,Democrat,44,Republican,48,NA,-4,11/4/08,47.25,49.51,-2.26,1.74,-1.74,1,NA
5384442,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,Elon University,NA,10/29/08,797,Democrat,45,Republican,38,NA,7,11/4/08,49.7,49.37,0.33,6.67,6.67,1,NA
5384443,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,Opinion Savvy/InsiderAdvantage,NA,10/29/08,641,Democrat,48,Republican,48,NA,0,11/4/08,49.7,49.37,0.33,0.33,-0.33,0.5,previously listed as InsiderAdvantage
5384444,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/29/08,700,Democrat,50,Republican,48,NA,2,11/4/08,49.7,49.37,0.33,1.67,1.67,1,NA
5384445,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,Research 2000,NA,10/29/08,600,Democrat,47,Republican,45,NA,2,11/4/08,49.7,49.37,0.33,1.67,1.67,1,NA
5384446,2008_Pres-G_ND,2008,ND,Pres-G,Pres-G,Research 2000,NA,10/29/08,500,Democrat,46,Republican,47,NA,-1,11/4/08,44.62,53.25,-8.63,7.63,7.63,1,NA
5384447,2008_Pres-G_NH,2008,NH,Pres-G,Pres-G,American Research Group,NA,10/29/08,600,Democrat,56,Republican,41,NA,15,11/4/08,54.13,44.52,9.61,5.39,5.39,1,NA
5384448,2008_Pres-G_NH,2008,NH,Pres-G,Pres-G,Research 2000,NA,10/29/08,600,Democrat,51,Republican,44,NA,7,11/4/08,54.13,44.52,9.61,2.61,-2.61,1,NA
5384449,2008_Pres-G_NH,2008,NH,Pres-G,Pres-G,University of New Hampshire,NA,10/29/08,617,Democrat,53,Republican,39,NA,14,11/4/08,54.13,44.52,9.61,4.39,4.39,1,NA
5384450,2008_Pres-G_NM,2008,NM,Pres-G,Pres-G,Public Policy Polling,NA,10/29/08,1537,Democrat,58,Republican,41,NA,17,11/4/08,56.91,41.78,15.13,1.87,1.87,1,NA
5384451,2008_Pres-G_NM,2008,NM,Pres-G,Pres-G,"Research & Polling, Inc.",NA,10/29/08,1002,Democrat,51,Republican,43,NA,8,11/4/08,56.91,41.78,15.13,7.13,-7.13,1,NA
5384452,2008_Pres-G_NV,2008,NV,Pres-G,Pres-G,"Mason-Dixon Polling & Research, Inc.",NA,10/29/08,625,Democrat,47,Republican,43,NA,4,11/4/08,55.15,42.65,12.5,8.5,-8.5,1,NA
5384453,2008_Pres-G_OK,2008,OK,Pres-G,Pres-G,SurveyUSA,NA,10/29/08,594,Democrat,34,Republican,63,NA,-29,11/4/08,34.35,65.65,-31.3,2.3,2.3,1,NA
5384454,2008_Pres-G_OR,2008,OR,Pres-G,Pres-G,Public Policy Polling,NA,10/29/08,1424,Democrat,57,Republican,42,NA,15,11/4/08,56.75,40.4,16.35,1.35,-1.35,1,NA
5384455,2008_Pres-G_SC,2008,SC,Pres-G,Pres-G,SurveyUSA,NA,10/29/08,654,Democrat,44,Republican,52,NA,-8,11/4/08,44.9,53.87,-8.97,0.97,0.97,1,NA
5384456,2008_Pres-G_US,2008,US,Pres-G,Pres-G,ABC News/Washington Post,NA,10/29/08,1580,Democrat,53,Republican,44,NA,9,11/4/08,52.92,45.66,7.26,1.74,1.74,1,NA
5384457,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Financial Dynamics,NA,10/29/08,870,Democrat,48,Republican,41,NA,7,11/4/08,52.92,45.66,7.26,0.26,-0.26,1,aka Hotline/Diageo
5384458,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Fox News/Opinion Dynamics Corp.,NA,10/29/08,924,Democrat,47,Republican,44,NA,3,11/4/08,52.92,45.66,7.26,4.26,-4.26,1,NA
5384459,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Gallup,NA,10/29/08,2459,Democrat,52,Republican,43,NA,9,11/4/08,52.92,45.66,7.26,1.74,1.74,1,NA
5384460,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Marist College,NA,10/29/08,543,Democrat,50,Republican,43,NA,7,11/4/08,52.92,45.66,7.26,0.26,-0.26,1,NA
5384461,2008_Pres-G_WA,2008,WA,Pres-G,Pres-G,University of Washington,NA,10/29/08,387,Democrat,51,Republican,39,NA,12,11/4/08,57.65,40.48,17.17,5.17,-5.17,1,NA
5384462,2008_Pres-G_WI,2008,WI,Pres-G,Pres-G,SurveyUSA,NA,10/29/08,667,Democrat,55,Republican,38,NA,17,11/4/08,56.34,42.41,13.93,3.07,3.07,1,NA
5384487,2008_Pres-G_AR,2008,AR,Pres-G,Pres-G,American Research Group,NA,10/30/08,600,Democrat,44,Republican,51,NA,-7,11/4/08,38.86,58.72,-19.86,12.86,12.86,1,NA
5384488,2008_Pres-G_CA,2008,CA,Pres-G,Pres-G,SurveyUSA,NA,10/30/08,637,Democrat,60,Republican,36,NA,24,11/4/08,61.01,36.95,24.06,0.06,-0.06,1,NA
5384489,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,American Research Group,NA,10/30/08,600,Democrat,50,Republican,46,NA,4,11/4/08,51.03,48.22,2.81,1.19,1.19,1,NA
5384490,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,Datamar,NA,10/30/08,995,Democrat,46.7,Republican,46.7,NA,0,11/4/08,51.03,48.22,2.81,2.81,-2.81,0.5,NA
5384491,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,"Mason-Dixon Polling & Research, Inc.",NA,10/30/08,625,Democrat,47,Republican,45,NA,2,11/4/08,51.03,48.22,2.81,0.81,-0.81,1,NA
5384492,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,Quinnipiac University,NA,10/30/08,1773,Democrat,47,Republican,45,NA,2,11/4/08,51.03,48.22,2.81,0.81,-0.81,1,NA
5384493,2008_Pres-G_GA,2008,GA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/30/08,500,Democrat,47,Republican,52,NA,-5,11/4/08,46.99,52.2,-5.21,0.21,0.21,1,NA
5384494,2008_Pres-G_IA,2008,IA,Pres-G,Pres-G,Selzer & Company,NA,10/30/08,814,Democrat,54,Republican,37,NA,17,11/4/08,53.93,44.39,9.54,7.46,7.46,1,NA
5384495,2008_Pres-G_IN,2008,IN,Pres-G,Pres-G,American Research Group,NA,10/30/08,600,Democrat,48,Republican,48,NA,0,11/4/08,49.77,48.74,1.03,1.03,-1.03,0.5,NA
5384496,2008_Pres-G_ME,2008,ME,Pres-G,Pres-G,SurveyUSA,NA,10/30/08,674,Democrat,58,Republican,38,NA,20,11/4/08,57.71,40.38,17.33,2.67,2.67,1,NA
5384497,2008_Pres-G_MI,2008,MI,Pres-G,Pres-G,Selzer & Company,NA,10/30/08,616,Democrat,53,Republican,37,NA,16,11/4/08,57.43,40.96,16.47,0.47,-0.47,1,NA
5384498,2008_Pres-G_MN,2008,MN,Pres-G,Pres-G,Princeton Survey Research Associates International,NA,10/30/08,933,Democrat,53,Republican,42,NA,11,11/4/08,54.06,43.82,10.24,0.76,0.76,1,for Star Tribune
5384499,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,"Mason-Dixon Polling & Research, Inc.",NA,10/30/08,625,Democrat,46,Republican,49,NA,-3,11/4/08,49.7,49.37,0.33,3.33,-3.33,0,NA
5384500,2008_Pres-G_NH,2008,NH,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/30/08,700,Democrat,51,Republican,44,NA,7,11/4/08,54.13,44.52,9.61,2.61,-2.61,1,NA
5384501,2008_Pres-G_NH,2008,NH,Pres-G,Pres-G,SurveyUSA,NA,10/30/08,682,Democrat,53,Republican,42,NA,11,11/4/08,54.13,44.52,9.61,1.39,1.39,1,NA
5384502,2008_Pres-G_NJ,2008,NJ,Pres-G,Pres-G,Monmouth University,NA,10/30/08,801,Democrat,55,Republican,34,NA,21,11/4/08,57.27,41.7,15.57,5.43,5.43,1,NA
5384503,2008_Pres-G_NJ,2008,NJ,Pres-G,Pres-G,SurveyUSA,NA,10/30/08,632,Democrat,52,Republican,42,NA,10,11/4/08,57.27,41.7,15.57,5.57,-5.57,1,NA
5384504,2008_Pres-G_NM,2008,NM,Pres-G,Pres-G,SurveyUSA,NA,10/30/08,664,Democrat,52,Republican,45,NA,7,11/4/08,56.91,41.78,15.13,8.13,-8.13,1,NA
5384505,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,"Mason-Dixon Polling & Research, Inc.",NA,10/30/08,625,Democrat,45,Republican,47,NA,-2,11/4/08,50.62,46.1,4.52,6.52,-6.52,0,NA
5384506,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,Quinnipiac University,NA,10/30/08,1574,Democrat,50,Republican,43,NA,7,11/4/08,50.62,46.1,4.52,2.48,2.48,1,NA
5384507,2008_Pres-G_OR,2008,OR,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/30/08,500,Democrat,54,Republican,42,NA,12,11/4/08,56.75,40.4,16.35,4.35,-4.35,1,NA
5384508,2008_Pres-G_OR,2008,OR,Pres-G,Pres-G,SurveyUSA,NA,10/30/08,700,Democrat,57,Republican,38,NA,19,11/4/08,56.75,40.4,16.35,2.65,2.65,1,NA
5384509,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,American Research Group,NA,10/30/08,600,Democrat,51,Republican,45,NA,6,11/4/08,54.56,44.23,10.33,4.33,-4.33,1,NA
5384510,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,Quinnipiac University,NA,10/30/08,1493,Democrat,52,Republican,42,NA,10,11/4/08,54.56,44.23,10.33,0.33,-0.33,1,NA
5384511,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/30/08,500,Democrat,51,Republican,47,NA,4,11/4/08,54.56,44.23,10.33,6.33,-6.33,1,NA
5384512,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,SurveyUSA,NA,10/30/08,700,Democrat,51,Republican,44,NA,7,11/4/08,54.56,44.23,10.33,3.33,-3.33,1,NA
5384513,2008_Pres-G_SD,2008,SD,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/30/08,500,Democrat,44,Republican,53,NA,-9,11/4/08,44.75,53.16,-8.41,0.59,-0.59,1,NA
5384514,2008_Pres-G_US,2008,US,Pres-G,Pres-G,CBS News/New York Times,NA,10/30/08,747,Democrat,54,Republican,41,NA,13,11/4/08,52.92,45.66,7.26,5.74,5.74,1,NA
5384515,2008_Pres-G_US,2008,US,Pres-G,Pres-G,George Washington University (Battleground),NA,10/30/08,800,Democrat,50,Republican,44,NA,6,11/4/08,52.92,45.66,7.26,1.26,-1.26,1,NA
5384516,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/30/08,3000,Democrat,51,Republican,46,NA,5,11/4/08,52.92,45.66,7.26,2.26,-2.26,1,NA
5384517,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Research 2000,NA,10/30/08,1100,Democrat,51,Republican,44,NA,7,11/4/08,52.92,45.66,7.26,0.26,-0.26,1,NA
5384518,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,10/30/08,1200,Democrat,49.1,Republican,44.1,NA,5,11/4/08,52.92,45.66,7.26,2.26,-2.26,1,"previously listed as Zogby Analytics, telephone"
5384519,2008_Pres-G_VA,2008,VA,Pres-G,Pres-G,"Mason-Dixon Polling & Research, Inc.",NA,10/30/08,625,Democrat,47,Republican,44,NA,3,11/4/08,52.63,46.33,6.3,3.3,-3.3,1,NA
5384520,2008_Pres-G_WV,2008,WV,Pres-G,Pres-G,Public Policy Polling,NA,10/30/08,2128,Democrat,42,Republican,55,NA,-13,11/4/08,42.59,55.71,-13.12,0.12,0.12,1,NA
5384537,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,10/31/08,600,Democrat,47.5,Republican,46.2,NA,1.3,11/4/08,51.03,48.22,2.81,1.51,-1.51,1,"previously listed as Zogby Analytics, telephone"
5384538,2008_Pres-G_KY,2008,KY,Pres-G,Pres-G,SurveyUSA,NA,10/31/08,616,Democrat,40,Republican,56,NA,-16,11/4/08,41.17,57.4,-16.23,0.23,0.23,1,NA
5384539,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,University of Cincinnati (Ohio Poll),NA,10/31/08,1308,Democrat,51.5,Republican,45.7,NA,5.8,11/4/08,50.62,46.1,4.52,1.28,1.28,1,NA
5384540,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,Muhlenberg College,NA,10/31/08,617,Democrat,52,Republican,46,NA,6,11/4/08,54.56,44.23,10.33,4.33,-4.33,1,NA
5384541,2008_Pres-G_US,2008,US,Pres-G,Pres-G,CBS News/New York Times,NA,10/31/08,607,Democrat,54,Republican,41,NA,13,11/4/08,52.92,45.66,7.26,5.74,5.74,1,NA
5384542,2008_Pres-G_US,2008,US,Pres-G,Pres-G,CNN/Opinion Research Corp.,NA,10/31/08,714,Democrat,51,Republican,43,NA,8,11/4/08,52.92,45.66,7.26,0.74,0.74,1,NA
5384543,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Pew Research Center,NA,10/31/08,2578,Democrat,49,Republican,42,NA,7,11/4/08,52.92,45.66,7.26,0.26,-0.26,1,NA
5384544,2008_Pres-G_VA,2008,VA,Pres-G,Pres-G,SurveyUSA,NA,10/31/08,672,Democrat,50,Republican,46,NA,4,11/4/08,52.63,46.33,6.3,2.3,-2.3,1,NA
5384562,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,Public Policy Polling,NA,11/1/08,1717,Democrat,50,Republican,48,NA,2,11/4/08,51.03,48.22,2.81,0.81,-0.81,1,NA
5384563,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,"Strategic Vision, LLC",NA,11/1/08,1200,Democrat,49,Republican,47,NA,2,11/4/08,51.03,48.22,2.81,0.81,-0.81,1,NA
5384564,2008_Pres-G_GA,2008,GA,Pres-G,Pres-G,Public Policy Polling,NA,11/1/08,1253,Democrat,48,Republican,50,NA,-2,11/4/08,46.99,52.2,-5.21,3.21,3.21,1,NA
5384565,2008_Pres-G_GA,2008,GA,Pres-G,Pres-G,"Strategic Vision, LLC",NA,11/1/08,800,Democrat,46,Republican,50,NA,-4,11/4/08,46.99,52.2,-5.21,1.21,1.21,1,NA
5384566,2008_Pres-G_GA,2008,GA,Pres-G,Pres-G,SurveyUSA,NA,11/1/08,683,Democrat,45,Republican,52,NA,-7,11/4/08,46.99,52.2,-5.21,1.79,-1.79,1,NA
5384567,2008_Pres-G_IL,2008,IL,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,11/1/08,500,Democrat,60,Republican,38,NA,22,11/4/08,61.92,36.78,25.14,3.14,-3.14,1,NA
5384568,2008_Pres-G_IN,2008,IN,Pres-G,Pres-G,Public Policy Polling,NA,11/1/08,2634,Democrat,49,Republican,48,NA,1,11/4/08,49.77,48.74,1.03,0.03,-0.03,1,NA
5384569,2008_Pres-G_IN,2008,IN,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,11/1/08,603,Democrat,43.9,Republican,49.1,NA,-5.2,11/4/08,49.77,48.74,1.03,6.23,-6.23,0,"previously listed as Zogby Analytics, telephone"
5384570,2008_Pres-G_ME,2008,ME,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,11/1/08,500,Democrat,56,Republican,43,NA,13,11/4/08,57.71,40.38,17.33,4.33,-4.33,1,NA
5384571,2008_Pres-G_MN,2008,MN,Pres-G,Pres-G,SurveyUSA,NA,11/1/08,669,Democrat,49,Republican,46,NA,3,11/4/08,54.06,43.82,10.24,7.24,-7.24,1,NA
5384572,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,Public Policy Polling,NA,11/1/08,1343,Democrat,49.4,Republican,48.6,NA,0.8,11/4/08,49.29,49.43,-0.14,0.94,0.94,0,NA
5384573,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,SurveyUSA,NA,11/1/08,674,Democrat,48,Republican,48,NA,0,11/4/08,49.29,49.43,-0.14,0.14,0.14,0.5,NA
5384574,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,11/1/08,602,Democrat,47.4,Republican,45.7,NA,1.7,11/4/08,49.29,49.43,-0.14,1.84,1.84,0,"previously listed as Zogby Analytics, telephone"
5384575,2008_Pres-G_MT,2008,MT,Pres-G,Pres-G,Public Policy Polling,NA,11/1/08,2734,Democrat,48,Republican,47,NA,1,11/4/08,47.25,49.51,-2.26,3.26,3.26,0,NA
5384576,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,Public Policy Polling,NA,11/1/08,2100,Democrat,50,Republican,49,NA,1,11/4/08,49.7,49.37,0.33,0.67,0.67,1,NA
5384577,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,SurveyUSA,NA,11/1/08,682,Democrat,48,Republican,49,NA,-1,11/4/08,49.7,49.37,0.33,1.33,-1.33,0,NA
5384578,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,11/1/08,600,Democrat,47.7,Republican,49.3,NA,-1.6,11/4/08,49.7,49.37,0.33,1.93,-1.93,0,"previously listed as Zogby Analytics, telephone"
5384579,2008_Pres-G_NH,2008,NH,Pres-G,Pres-G,University of New Hampshire,NA,11/1/08,831,Democrat,53,Republican,42,NA,11,11/4/08,54.13,44.52,9.61,1.39,1.39,1,NA
5384580,2008_Pres-G_NV,2008,NV,Pres-G,Pres-G,Public Policy Polling,NA,11/1/08,1243,Democrat,51,Republican,47,NA,4,11/4/08,55.15,42.65,12.5,8.5,-8.5,1,NA
5384581,2008_Pres-G_NV,2008,NV,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,11/1/08,601,Democrat,50.7,Republican,42.9,NA,7.8,11/4/08,55.15,42.65,12.5,4.7,-4.7,1,"previously listed as Zogby Analytics, telephone"
5384582,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,Public Policy Polling,NA,11/1/08,1208,Democrat,50,Republican,48,NA,2,11/4/08,50.62,46.1,4.52,2.52,-2.52,1,NA
5384583,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,"Strategic Vision, LLC",NA,11/1/08,1200,Democrat,46,Republican,48,NA,-2,11/4/08,50.62,46.1,4.52,6.52,-6.52,0,NA
5384584,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,SurveyUSA,NA,11/1/08,600,Democrat,48,Republican,46,NA,2,11/4/08,50.62,46.1,4.52,2.52,-2.52,1,NA
5384585,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,11/1/08,605,Democrat,50.2,Republican,43.9,NA,6.3,11/4/08,50.62,46.1,4.52,1.78,1.78,1,"previously listed as Zogby Analytics, telephone"
5384586,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,Public Policy Polling,NA,11/1/08,1529,Democrat,53,Republican,45,NA,8,11/4/08,54.56,44.23,10.33,2.33,-2.33,1,NA
5384587,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,11/1/08,700,Democrat,52,Republican,46,NA,6,11/4/08,54.56,44.23,10.33,4.33,-4.33,1,NA
5384588,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,"Strategic Vision, LLC",NA,11/1/08,1200,Democrat,51,Republican,44,NA,7,11/4/08,54.56,44.23,10.33,3.33,-3.33,1,NA
5384589,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,11/1/08,602,Democrat,53.7,Republican,40,NA,13.7,11/4/08,54.56,44.23,10.33,3.37,3.37,1,"previously listed as Zogby Analytics, telephone"
5384590,2008_Pres-G_US,2008,US,Pres-G,Pres-G,CBS News/New York Times,NA,11/1/08,714,Democrat,51,Republican,42,NA,9,11/4/08,52.92,45.66,7.26,1.74,1.74,1,NA
5384591,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Financial Dynamics,NA,11/1/08,887,Democrat,50,Republican,45,NA,5,11/4/08,52.92,45.66,7.26,2.26,-2.26,1,aka Hotline/Diageo
5384592,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Gallup,NA,11/1/08,2472,Democrat,53,Republican,42,NA,11,11/4/08,52.92,45.66,7.26,3.74,3.74,1,NA
5384593,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Greenberg Quinlan Rosner (Democracy Corps),NA,11/1/08,1000,Democrat,51,Republican,44,NA,7,11/4/08,52.92,45.66,7.26,0.26,-0.26,1,NA
5384594,2008_Pres-G_US,2008,US,Pres-G,Pres-G,IBD/TIPP,NA,11/1/08,1014,Democrat,47.5,Republican,43,NA,4.5,11/4/08,52.92,45.66,7.26,2.76,-2.76,1,NA
5384595,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Ipsos,NA,11/1/08,760,Democrat,53,Republican,46,NA,7,11/4/08,52.92,45.66,7.26,0.26,-0.26,1,"previously listed as Ipsos, telephone"
